Date,AAPL,AMZN
2003-12-23,1.224962,52.48
2003-12-24,1.262063,53.32
2003-12-26,1.284942,53.470001
2003-12-29,1.307822,53.470001
2003-12-30,1.31586,52.830002
2003-12-31,1.321425,52.619999
2004-01-02,1.31586,51.900002
2004-01-05,1.370894,53.27
2004-01-06,1.365947,53.029999
2004-01-07,1.396865,51.900002
2004-01-08,1.444478,50.240002
2004-01-09,1.422217,51.59
2004-01-12,1.467357,52.950001
2004-01-13,1.491473,54.91
2004-01-14,1.49642,55.799999
2004-01-15,1.412942,56.18
2004-01-16,1.404903,55.720001
2004-01-20,1.405521,56.610001
2004-01-21,1.398101,56.200001
2004-01-22,1.371513,57.18
2004-01-23,1.39501,57.110001
2004-01-26,1.422836,57.029999
2004-01-27,1.426546,55.740002
2004-01-28,1.392536,51.959999
2004-01-29,1.40243,49.220001
2004-01-30,1.39501,50.400002
2004-02-02,1.380169,48.27
2004-02-03,1.376459,44.939999
2004-02-04,1.347396,45.389999
2004-02-05,1.386352,46.040001
2004-02-06,1.404285,46.349998
2004-02-09,1.401811,45.860001
2004-02-10,1.42098,45.59
2004-02-11,1.471686,47.139999
2004-02-12,1.467357,47.060001
2004-02-13,1.422217,46.380001
2004-02-17,1.432111,45.529999
2004-02-18,1.438294,44.869999
2004-02-19,1.389444,44.650002
2004-02-20,1.385116,45.169998
2004-02-23,1.37213,43.970001
2004-02-24,1.382643,42.32
2004-02-25,1.410469,42.939999
2004-02-26,1.424691,43.650002
2004-02-27,1.479106,43.009998
2004-03-01,1.48529,42.970001
2004-03-02,1.472304,42.009998
2004-03-03,1.479106,43.169998
2004-03-04,1.555782,44.389999
2004-03-05,1.653482,44.09
2004-03-08,1.607724,43.5
2004-03-09,1.675743,42.709999
2004-03-10,1.711608,41.549999
2004-03-11,1.678835,41.279999
2004-03-12,1.704187,42.439999
2004-03-15,1.63555,41.080002
2004-03-16,1.596594,42.130001
2004-03-17,1.619472,42.799999
2004-03-18,1.587318,43.009998
2004-03-19,1.599067,42.799999
2004-03-22,1.599067,40.849998
2004-03-23,1.563821,40.23
2004-03-24,1.576806,39.630001
2004-03-25,1.661521,41.990002
2004-03-26,1.672033,41.700001
2004-03-29,1.72583,42.759998
2004-03-30,1.726448,43.799999
2004-03-31,1.672033,43.279999
2004-04-01,1.676361,44.740002
2004-04-02,1.700477,46.09
2004-04-05,1.751182,46.959999
2004-04-06,1.720883,46.439999
2004-04-07,1.688728,45.849998
2004-04-08,1.702332,48.099998
2004-04-12,1.733868,47.959999
2004-04-13,1.665231,46.580002
2004-04-14,1.647299,46.790001
2004-04-15,1.811781,46.990002
2004-04-16,1.804361,45.5
2004-04-19,1.753037,47.110001
2004-04-20,1.714699,45.200001
2004-04-21,1.714699,45.720001
2004-04-22,1.717791,48.860001
2004-04-23,1.712844,46.290001
2004-04-26,1.677598,47.25
2004-04-27,1.665849,48.0
2004-04-28,1.63555,46.970001
2004-04-29,1.655337,46.189999
2004-04-30,1.594121,43.599998
2004-05-03,1.612052,44.41
2004-05-04,1.616381,43.950001
2004-05-05,1.647917,44.259998
2004-05-06,1.643588,43.139999
2004-05-07,1.649153,41.900002
2004-05-10,1.625038,41.259998
2004-05-11,1.678216,42.700001
2004-05-12,1.68811,43.02
2004-05-13,1.681308,43.610001
2004-05-14,1.67327,43.049999
2004-05-17,1.647299,42.080002
2004-05-18,1.67327,41.990002
2004-05-19,1.636787,41.689999
2004-05-20,1.651627,40.98
2004-05-21,1.676361,41.169998
2004-05-24,1.690584,41.630001
2004-05-25,1.756748,43.619999
2004-05-26,1.762931,44.689999
2004-05-27,1.741907,47.619999
2004-05-28,1.735105,48.5
2004-06-01,1.735105,50.23
2004-06-02,1.788284,50.349998
2004-06-03,1.756129,49.400002
2004-06-04,1.779626,50.950001
2004-06-07,1.843318,51.759998
2004-06-08,1.876708,51.939999
2004-06-09,1.867433,50.240002
2004-06-10,1.900824,49.939999
2004-06-14,1.862486,49.25
2004-06-15,1.897732,50.110001
2004-06-16,2.024496,50.57
2004-06-17,2.028824,49.77
2004-06-18,2.035007,49.599998
2004-06-21,1.999142,49.77
2004-06-22,2.040572,49.0
2004-06-23,2.083857,50.810001
2004-06-24,2.051702,51.02
2004-06-25,2.083857,51.799999
2004-06-28,2.009036,53.389999
2004-06-29,2.009655,53.709999
2004-06-30,2.012128,54.400002
2004-07-01,1.997288,52.560001
2004-07-02,1.921849,52.59
2004-07-06,1.91381,51.240002
2004-07-07,1.879182,51.0
2004-07-08,1.863723,49.5
2004-07-09,1.856921,48.32
2004-07-12,1.801887,49.049999
2004-07-13,1.806834,49.599998
2004-07-14,1.829095,49.5
2004-07-15,2.036244,48.669998
2004-07-16,1.991104,47.099998
2004-07-19,1.976882,46.02
2004-07-20,1.991104,46.990002
2004-07-21,1.955239,44.759998
2004-07-22,1.95895,45.82
2004-07-23,1.898351,39.98
2004-07-26,1.932979,38.779999
2004-07-27,2.005326,39.110001
2004-07-28,1.995432,37.970001
2004-07-29,2.018312,38.580002
2004-07-30,1.999761,38.919998
2004-08-02,1.952766,38.299999
2004-08-03,1.934834,37.610001
2004-08-04,1.965752,37.119999
2004-08-05,1.941017,35.610001
2004-08-06,1.841462,35.490002
2004-08-09,1.873617,35.32
2004-08-10,1.949056,37.099998
2004-08-11,1.91752,36.560001
2004-08-12,1.877945,36.290001
2004-08-13,1.907008,36.130001
2004-08-16,1.903298,37.950001
2004-08-17,1.908863,38.23
2004-08-18,1.962659,39.360001
2004-08-19,1.898969,38.630001
2004-08-20,1.904534,39.509998
2004-08-23,1.921849,39.450001
2004-08-24,1.975645,39.049999
2004-08-25,2.043664,40.299999
2004-08-26,2.143219,40.189999
2004-08-27,2.124051,39.900002
2004-08-30,2.109828,38.310001
2004-08-31,2.132708,38.139999
2004-09-01,2.217423,38.240002
2004-09-02,2.205055,39.18
2004-09-03,2.178466,38.740002
2004-09-07,2.211238,38.509998
2004-09-08,2.247721,38.009998
2004-09-09,2.207528,38.07
2004-09-10,2.21804,38.57
2004-09-13,2.200726,40.009998
2004-09-14,2.194544,42.669998
2004-09-15,2.17661,42.209999
2004-09-16,2.247721,42.57
2004-09-17,2.296572,42.959999
2004-09-20,2.331818,43.27
2004-09-21,2.350368,43.290001
2004-09-22,2.282968,41.380001
2004-09-23,2.30461,41.830002
2004-09-24,2.305847,40.939999
2004-09-27,2.320687,39.93
2004-09-28,2.352224,39.43
2004-09-29,2.391798,40.84
2004-09-30,2.396127,40.860001
2004-10-01,2.391179,40.470001
2004-10-04,2.3986,41.009998
2004-10-05,2.434465,40.959999
2004-10-06,2.512996,41.360001
2004-10-07,2.449924,41.150002
2004-10-08,2.415296,40.0
2004-10-11,2.386233,40.150002
2004-10-12,2.367683,40.220001
2004-10-13,2.457963,39.98
2004-10-14,2.781362,39.099998
2004-10-15,2.813517,38.549999
2004-10-18,2.952646,39.27
2004-10-19,2.932241,38.330002
2004-10-20,2.935333,38.349998
2004-10-21,2.964396,39.470001
2004-10-22,2.931623,34.599998
2004-10-25,2.940279,33.970001
2004-10-26,2.966249,33.830002
2004-10-27,3.110327,34.23
2004-10-28,3.227196,34.450001
2004-10-29,3.240182,34.130001
2004-11-01,3.243273,35.099998
2004-11-02,3.308201,36.240002
2004-11-03,3.420124,35.919998
2004-11-04,3.366944,36.91
2004-11-05,3.383641,36.560001
2004-11-08,3.362616,37.32
2004-11-09,3.342211,37.400002
2004-11-10,3.385494,38.09
2004-11-11,3.419504,38.830002
2004-11-12,3.431872,40.459999
2004-11-15,3.415795,40.889999
2004-11-16,3.397244,40.07
2004-11-17,3.39477,39.900002
2004-11-18,3.42507,40.369999
2004-11-19,3.411467,38.549999
2004-11-22,3.793611,38.049999
2004-11-23,3.788663,38.310001
2004-11-24,3.960565,38.75
2004-11-26,3.991483,39.09
2004-11-29,4.232023,38.939999
2004-11-30,4.146072,39.68
2004-12-01,4.191831,39.98
2004-12-02,4.032294,40.169998
2004-12-03,3.875851,40.09
2004-12-06,4.067541,39.490002
2004-12-07,3.888837,38.200001
2004-12-08,3.912952,38.720001
2004-12-09,3.956854,39.82
2004-12-10,4.028584,39.049999
2004-12-13,4.013744,39.830002
2004-12-14,4.037241,40.439999
2004-12-15,4.035387,41.0
2004-12-16,4.118248,40.049999
2004-12-17,4.018689,40.009998
2004-12-20,3.878325,38.950001
2004-12-21,3.938306,39.389999
2004-12-22,3.942016,39.52
2004-12-23,3.958093,38.93
2004-12-27,3.905532,42.25
2004-12-28,3.968605,44.630001
2004-12-29,3.984681,44.82
2004-12-30,4.006941,44.970001
2004-12-31,3.982207,44.290001
2005-01-03,3.913571,44.52
2005-01-04,3.953765,42.139999
2005-01-05,3.988392,41.77
2005-01-06,3.991483,41.049999
2005-01-07,4.28211,42.32
2005-01-10,4.264178,41.84
2005-01-11,3.992102,41.639999
2005-01-12,4.047753,42.299999
2005-01-13,4.31612,42.599998
2005-01-14,4.340855,44.549999
2005-01-18,4.368679,44.580002
2005-01-19,4.321066,43.959999
2005-01-20,4.356932,42.360001
2005-01-21,4.358787,41.16
2005-01-24,4.375484,40.380001
2005-01-25,4.455249,40.939999
2005-01-26,4.467615,41.34
2005-01-27,4.491733,42.310001
2005-01-28,4.574593,42.220001
2005-01-31,4.755152,43.220001
2005-02-01,4.794108,42.48
2005-02-02,4.923964,41.880001
2005-02-03,4.811422,35.75
2005-02-04,4.875113,35.720001
2005-02-07,4.881297,35.689999
2005-02-08,5.002493,36.299999
2005-02-09,4.86893,35.889999
2005-02-10,4.845432,35.779999
2005-02-11,5.021663,35.779999
2005-02-14,5.23314,36.029999
2005-02-15,5.466879,36.139999
2005-02-16,5.573236,35.66
2005-02-17,5.429779,35.689999
2005-02-18,5.367943,35.310001
2005-02-22,5.273951,34.720001
2005-02-23,5.455747,34.139999
2005-02-24,5.499033,34.689999
2005-02-25,5.502744,34.990002
2005-02-28,5.547884,35.18
2005-03-01,5.503361,35.389999
2005-03-02,5.456366,35.5
2005-03-03,5.168212,35.650002
2005-03-04,5.294358,35.849998
2005-03-07,5.286938,36.32
2005-03-08,5.012387,35.830002
2005-03-09,4.866455,35.400002
2005-03-10,4.925819,34.91
2005-03-11,4.980235,34.75
2005-03-14,4.986418,34.599998
2005-03-15,5.065567,34.18
2005-03-16,5.092774,33.869999
2005-03-17,5.225103,33.970001
2005-03-18,5.312909,34.16
2005-03-21,5.404424,33.669998
2005-03-22,5.296832,33.150002
2005-03-23,5.262203,33.18
2005-03-24,5.25602,32.880001
2005-03-28,5.25973,33.389999
2005-03-29,5.163266,33.43
2005-03-30,5.293121,34.32
2005-03-31,5.153373,34.27
2005-04-01,5.056911,34.009998
2005-04-04,5.081644,35.0
2005-04-05,5.180581,35.279999
2005-04-06,5.234995,34.82
2005-04-07,5.38711,34.900002
2005-04-08,5.409372,34.599998
2005-04-11,5.184291,34.599998
2005-04-12,5.275808,34.630001
2005-04-13,5.07546,34.299999
2005-04-14,4.607983,33.970001
2005-04-15,4.371772,33.02
2005-04-18,4.405162,33.0
2005-04-19,4.58696,32.779999
2005-04-20,4.39156,33.25
2005-04-21,4.598089,33.73
2005-04-22,4.390322,33.040001
2005-04-25,4.573356,33.529999
2005-04-26,4.475656,32.709999
2005-04-27,4.445973,31.719999
2005-04-28,4.395268,32.52
2005-04-29,4.459579,32.360001
2005-05-02,4.505336,33.099998
2005-05-03,4.478129,33.209999
2005-05-04,4.594379,33.959999
2005-05-05,4.536255,33.959999
2005-05-06,4.605511,34.52
2005-05-09,4.572119,34.639999
2005-05-10,4.504099,34.23
2005-05-11,4.403927,33.82
2005-05-12,4.220893,33.849998
2005-05-13,4.300044,33.900002
2005-05-16,4.396507,34.540001
2005-05-17,4.373009,34.73
2005-05-18,4.432371,35.330002
2005-05-19,4.643848,35.59
2005-05-20,4.643848,35.5
2005-05-23,4.917161,35.68
2005-05-24,4.909742,35.540001
2005-05-25,4.919635,35.25
2005-05-26,5.03836,35.450001
2005-05-27,5.016098,35.5
2005-05-31,4.917161,35.509998
2005-06-01,4.983943,36.5
2005-06-02,4.951789,36.41
2005-06-03,4.729182,35.59
2005-06-06,4.689605,35.77
2005-06-07,4.518939,35.349998
2005-06-08,4.565935,34.830002
2005-06-09,4.656216,35.200001
2005-06-10,4.428659,34.950001
2005-06-13,4.439791,34.869999
2005-06-14,4.452158,35.040001
2005-06-15,4.591907,35.240002
2005-06-16,4.697027,35.580002
2005-06-17,4.737838,35.310001
2005-06-20,4.651268,35.689999
2005-06-21,4.682186,35.380001
2005-06-22,4.767518,35.220001
2005-06-23,4.809567,35.43
2005-06-24,4.669819,35.02
2005-06-27,4.588196,34.5
2005-06-28,4.614167,33.709999
2005-06-29,4.497915,33.349998
2005-06-30,4.552333,33.09
2005-07-01,4.513994,32.91
2005-07-05,4.697027,34.080002
2005-07-06,4.624062,34.060001
2005-07-07,4.653742,33.959999
2005-07-08,4.730417,34.740002
2005-07-11,4.711866,35.59
2005-07-12,4.729182,36.310001
2005-07-13,4.742784,36.509998
2005-07-14,5.039595,37.189999
2005-07-15,5.138534,37.150002
2005-07-18,5.131112,37.189999
2005-07-19,5.341354,38.169998
2005-07-20,5.395768,38.169998
2005-07-21,5.35372,37.950001
2005-07-22,5.441527,37.950001
2005-07-25,5.41803,37.950001
2005-07-26,5.395768,37.740002
2005-07-27,5.440289,43.650002
2005-07-28,5.416792,45.68
2005-07-29,5.274571,45.150002
2005-08-01,5.286938,44.93
2005-08-02,5.341354,46.509998
2005-08-03,5.345064,46.110001
2005-08-04,5.281991,45.459999
2005-08-05,5.316619,45.27
2005-08-08,5.274571,45.66
2005-08-09,5.419265,45.93
2005-08-10,5.364851,44.759998
2005-08-11,5.441527,45.209999
2005-08-12,5.701235,44.200001
2005-08-15,5.896636,45.040001
2005-08-16,5.719787,44.27
2005-08-17,5.831091,44.119999
2005-08-18,5.725971,43.73
2005-08-19,5.667845,43.720001
2005-08-22,5.672791,43.77
2005-08-23,5.656714,43.419998
2005-08-24,5.660424,42.369999
2005-08-25,5.69629,42.310001
2005-08-26,5.656714,42.369999
2005-08-29,5.669082,42.790001
2005-08-30,5.759362,42.490002
2005-08-31,5.798935,42.700001
2005-09-01,5.721023,41.84
2005-09-02,5.716077,41.509998
2005-09-06,6.035146,43.619999
2005-09-07,6.020307,43.73
2005-09-08,6.156344,42.959999
2005-09-09,6.345562,42.950001
2005-09-12,6.356693,44.5
2005-09-13,6.284963,43.93
2005-09-14,6.135321,43.099998
2005-09-15,6.167475,42.709999
2005-09-16,6.333195,42.799999
2005-09-19,6.510046,42.75
2005-09-20,6.578063,41.869999
2005-09-21,6.444499,41.25
2005-09-22,6.418527,42.080002
2005-09-23,6.5793,42.189999
2005-09-26,6.658451,43.34
2005-09-27,6.608981,43.16
2005-09-28,6.317117,43.369999
2005-09-29,6.472944,44.790001
2005-09-30,6.630004,45.299999
2005-10-03,6.732653,46.009998
2005-10-04,6.647319,44.93
2005-10-05,6.527359,44.490002
2005-10-06,6.393793,44.009998
2005-10-07,6.344326,43.720001
2005-10-10,6.229311,43.759998
2005-10-11,6.38019,43.400002
2005-10-12,6.0908,42.549999
2005-10-13,6.646083,42.619999
2005-10-14,6.678237,43.790001
2005-10-17,6.608981,45.02
2005-10-18,6.456866,44.650002
2005-10-19,6.794488,45.860001
2005-10-20,6.942892,45.009998
2005-10-21,6.883531,45.950001
2005-10-24,7.02328,46.93
2005-10-25,6.937946,46.169998
2005-10-26,7.052958,39.75
2005-10-27,6.852613,39.060001
2005-10-28,6.736363,38.950001
2005-10-31,7.122217,39.860001
2005-11-01,7.111085,40.369999
2005-11-02,7.41408,40.75
2005-11-03,7.649055,41.560001
2005-11-04,7.562485,41.09
2005-11-07,7.448709,41.389999
2005-11-08,7.407897,41.950001
2005-11-09,7.433869,41.400002
2005-11-10,7.566196,42.18
2005-11-11,7.610717,42.68
2005-11-14,7.599585,42.529999
2005-11-15,7.702232,44.450001
2005-11-16,8.032437,45.299999
2005-11-17,7.979257,46.740002
2005-11-18,7.984204,47.98
2005-11-21,8.033669,47.990002
2005-11-22,8.226599,48.849998
2005-11-23,8.299562,48.240002
2005-11-25,8.575352,48.060001
2005-11-28,8.614925,48.349998
2005-11-29,8.421999,48.549999
2005-11-30,8.387371,48.459999
2005-12-01,8.854848,49.0
2005-12-02,8.982229,49.060001
2005-12-05,8.88206,48.830002
2005-12-06,9.157841,49.259998
2005-12-07,9.145478,48.830002
2005-12-08,9.161551,48.349998
2005-12-09,9.192472,48.740002
2005-12-12,9.264196,49.07
2005-12-13,9.272858,49.5
2005-12-14,8.905553,49.41
2005-12-15,8.926574,49.48
2005-12-16,8.794249,49.209999
2005-12-19,8.827641,48.369999
2005-12-20,8.91792,48.139999
2005-12-21,9.089822,48.970001
2005-12-22,9.154134,49.220001
2005-12-23,9.071275,49.220001
2005-12-27,9.180101,48.560001
2005-12-28,9.098479,48.060001
2005-12-29,8.836299,47.990002
2005-12-30,8.890713,47.150002
2006-01-03,9.244411,47.580002
2006-01-04,9.271619,47.25
2006-01-05,9.198654,47.650002
2006-01-06,9.4361,47.869999
2006-01-09,9.405183,47.080002
2006-01-10,10.000042,45.650002
2006-01-11,10.376002,44.93
2006-01-12,10.424235,44.360001
2006-01-13,10.585007,44.400002
2006-01-17,10.476176,44.0
2006-01-18,10.201623,44.32
2006-01-19,9.77496,44.450001
2006-01-20,9.41013,43.919998
2006-01-23,9.605533,43.73
2006-01-24,9.403948,44.02
2006-01-25,9.176393,43.599998
2006-01-26,8.945127,44.68
2006-01-27,8.908027,45.220001
2006-01-30,9.275332,44.959999
2006-01-31,9.338403,44.82
2006-02-01,9.327271,43.98
2006-02-02,8.916682,42.740002
2006-02-03,8.885766,38.330002
2006-02-06,8.323061,37.950001
2006-02-07,8.360163,37.52
2006-02-08,8.509806,38.169998
2006-02-09,8.032437,37.990002
2006-02-10,8.3243,38.52
2006-02-13,8.002753,37.860001
2006-02-14,8.36511,38.25
2006-02-15,8.56051,39.259998
2006-02-16,8.727465,39.150002
2006-02-17,8.692839,39.189999
2006-02-21,8.543197,38.290001
2006-02-22,8.820221,38.720001
2006-02-23,8.873399,37.900002
2006-02-24,8.837536,38.349998
2006-02-27,8.779409,38.009998
2006-02-28,8.47023,37.439999
2006-03-01,8.545672,37.119999
2006-03-02,8.608742,36.880001
2006-03-03,8.375002,37.209999
2006-03-06,8.097982,36.860001
2006-03-07,8.200628,36.93
2006-03-08,8.12024,36.810001
2006-03-09,7.906289,36.119999
2006-03-10,7.814775,36.220001
2006-03-13,8.122715,36.189999
2006-03-14,8.325535,36.91
2006-03-15,8.190732,36.889999
2006-03-16,7.953286,36.77
2006-03-17,7.996569,35.990002
2006-03-20,7.913709,36.23
2006-03-21,7.644106,35.919998
2006-03-22,7.626797,36.0
2006-03-23,7.440052,35.68
2006-03-24,7.415315,35.470001
2006-03-27,7.359664,35.25
2006-03-28,7.260729,35.689999
2006-03-29,7.708419,36.32
2006-03-30,7.76036,36.669998
2006-03-31,7.756649,36.529999
2006-04-03,7.747989,36.139999
2006-04-04,7.564959,36.77
2006-04-05,8.311933,37.34
2006-04-06,8.810325,38.509998
2006-04-07,8.631002,37.09
2006-04-10,8.492495,36.610001
2006-04-11,8.408394,36.060001
2006-04-12,8.250097,36.130001
2006-04-13,8.220416,36.619999
2006-04-17,8.015122,35.27
2006-04-18,8.189494,36.279999
2006-04-19,8.119008,36.889999
2006-04-20,8.363873,36.34
2006-04-21,8.290908,36.029999
2006-04-24,8.131373,35.790001
2006-04-25,8.183311,35.549999
2006-04-26,8.428184,35.790001
2006-04-27,8.577825,35.740002
2006-04-28,8.705207,35.209999
2006-05-01,8.607507,34.59
2006-05-02,8.857319,34.380001
2006-05-03,8.797958,33.959999
2006-05-04,8.796722,34.470001
2006-05-05,8.890713,35.040001
2006-05-08,8.890713,34.689999
2006-05-09,8.784352,34.84
2006-05-10,8.731176,34.16
2006-05-11,8.428184,33.529999
2006-05-12,8.372534,32.73
2006-05-15,8.383661,32.779999
2006-05-16,8.036145,32.759998
2006-05-17,8.070774,31.610001
2006-05-18,7.813535,32.610001
2006-05-19,7.97802,33.939999
2006-05-22,7.838271,34.830002
2006-05-23,7.809827,33.759998
2006-05-24,7.833325,35.189999
2006-05-25,7.95576,35.630001
2006-05-26,7.859297,36.07
2006-05-30,7.571142,34.639999
2006-05-31,7.391819,34.610001
2006-06-01,7.688631,35.07
2006-06-02,7.625558,34.759998
2006-06-05,7.420263,33.490002
2006-06-06,7.385636,33.41
2006-06-07,7.242175,33.77
2006-06-08,7.514255,33.549999
2006-06-09,7.326275,33.779999
2006-06-12,7.049253,33.599998
2006-06-13,7.213731,33.470001
2006-06-14,7.124689,33.68
2006-06-15,7.343586,34.959999
2006-06-16,7.118505,35.09
2006-06-19,7.073984,35.07
2006-06-20,7.107377,35.48
2006-06-21,7.155606,36.650002
2006-06-22,7.368322,36.369999
2006-06-23,7.275568,36.549999
2006-06-26,7.295355,36.77
2006-06-27,7.102428,36.48
2006-06-28,6.928053,36.700001
2006-06-29,7.292882,38.52
2006-06-30,7.082642,38.68
2006-07-03,7.166737,38.610001
2006-07-05,7.049253,37.110001
2006-07-06,6.897135,36.799999
2006-07-07,6.851377,36.110001
2006-07-10,6.801908,35.790001
2006-07-11,6.882294,35.66
2006-07-12,6.549619,34.630001
2006-07-13,6.461813,33.73
2006-07-14,6.266412,32.919998
2006-07-17,6.476653,33.669998
2006-07-18,6.542199,33.490002
2006-07-19,6.690604,34.48
2006-07-20,7.482098,34.18
2006-07-21,7.509306,33.189999
2006-07-24,7.595877,34.310001
2006-07-25,7.658949,33.59
2006-07-26,7.89887,26.26
2006-07-27,7.840746,26.559999
2006-07-28,8.111583,27.17
2006-07-31,8.404686,26.889999
2006-08-01,8.308223,26.32
2006-08-02,8.429421,26.09
2006-08-03,8.60627,26.690001
2006-08-04,8.446734,27.290001
2006-08-07,8.311933,26.780001
2006-08-08,8.01141,26.360001
2006-08-09,7.864241,26.209999
2006-08-10,7.923606,26.49
2006-08-11,7.871664,26.07
2006-08-14,7.907529,26.530001
2006-08-15,8.217941,27.77
2006-08-16,8.407158,27.950001
2006-08-17,8.358924,29.09
2006-08-18,8.3985,29.120001
2006-08-21,8.231544,28.129999
2006-08-22,8.362633,28.370001
2006-08-23,8.3243,28.139999
2006-08-24,8.386132,27.969999
2006-08-25,8.502386,28.030001
2006-08-28,8.283487,28.91
2006-08-29,8.221652,29.52
2006-08-30,8.281013,30.67
2006-08-31,8.39108,30.83
2006-09-01,8.456628,31.76
2006-09-05,8.840007,32.23
2006-09-06,8.660686,30.799999
2006-09-07,9.003253,29.73
2006-09-08,8.968625,30.51
2006-09-11,8.966152,30.790001
2006-09-12,8.982229,31.719999
2006-09-13,9.176393,31.67
2006-09-14,9.172682,31.65
2006-09-15,9.164024,32.52
2006-09-18,9.138054,32.080002
2006-09-19,9.123213,31.58
2006-09-20,9.307484,32.119999
2006-09-21,9.232044,30.219999
2006-09-22,9.027987,30.84
2006-09-25,9.36808,31.790001
2006-09-26,9.598111,32.5
2006-09-27,9.449707,32.330002
2006-09-28,9.52391,31.84
2006-09-29,9.520202,32.119999
2006-10-02,9.258014,30.870001
2006-10-03,9.161551,31.700001
2006-10-04,9.322326,32.759998
2006-10-05,9.254304,33.32
2006-10-06,9.178867,32.59
2006-10-09,9.229569,33.380001
2006-10-10,9.12816,32.619999
2006-10-11,9.05643,32.91
2006-10-12,9.307484,33.549999
2006-10-13,9.277802,33.32
2006-10-16,9.324798,32.599998
2006-10-17,9.187523,32.470001
2006-10-18,9.217201,32.310001
2006-10-19,9.768776,32.540001
2006-10-20,9.887502,32.57
2006-10-23,10.074244,32.880001
2006-10-24,10.023538,33.630001
2006-10-25,10.101451,37.68
2006-10-26,10.164527,38.299999
2006-10-27,9.944393,38.240002
2006-10-30,9.945626,38.150002
2006-10-31,10.027248,38.09
2006-11-01,9.789802,37.560001
2006-11-02,9.767539,37.450001
2006-11-03,9.682207,37.459999
2006-11-06,9.857821,38.209999
2006-11-07,9.956757,38.77
2006-11-08,10.196676,39.470001
2006-11-09,10.306746,38.84
2006-11-10,10.279537,39.259998
2006-11-13,10.431654,39.990002
2006-11-14,10.512039,41.509998
2006-11-15,10.394552,42.599998
2006-11-16,10.58748,42.84
2006-11-17,10.617161,42.549999
2006-11-20,10.693839,42.439999
2006-11-21,10.957254,42.540001
2006-11-22,11.168736,42.959999
2006-11-24,11.331979,42.41
2006-11-27,11.073504,40.849998
2006-11-28,11.354239,40.919998
2006-11-29,11.353003,40.630001
2006-11-30,11.33569,40.34
2006-12-01,11.293642,39.41
2006-12-04,11.268908,39.099998
2006-12-05,11.287459,38.98
2006-12-06,11.109372,38.900002
2006-12-07,10.764329,38.119999
2006-12-08,10.915209,38.459999
2006-12-11,10.975807,38.689999
2006-12-12,10.653026,38.459999
2006-12-13,11.012909,38.5
2006-12-14,10.951073,39.02
2006-12-15,10.848425,40.009998
2006-12-18,10.570165,39.259998
2006-12-19,10.674047,39.419998
2006-12-20,10.48236,40.009998
2006-12-21,10.252333,39.889999
2006-12-22,10.165761,40.240002
2006-12-26,10.080429,39.799999
2006-12-27,10.081665,40.290001
2006-12-28,10.001279,40.209999
2006-12-29,10.492254,39.459999
2007-01-03,10.363638,38.700001
2007-01-04,10.593664,38.900002
2007-01-05,10.518225,38.369999
2007-01-08,10.570165,37.5
2007-01-09,11.448232,37.779999
2007-01-10,11.996092,37.150002
2007-01-11,11.847687,37.400002
2007-01-12,11.701755,38.200001
2007-01-16,12.00846,38.66
2007-01-17,11.742566,37.880001
2007-01-18,11.01538,36.98
2007-01-19,10.944892,37.02
2007-01-22,10.733409,36.950001
2007-01-23,10.598609,36.43
2007-01-24,10.722281,37.259998
2007-01-25,10.666628,37.080002
2007-01-26,10.559033,36.849998
2007-01-29,10.628289,37.43
2007-01-30,10.580058,37.049999
2007-01-31,10.602318,37.669998
2007-02-01,10.479885,38.700001
2007-02-02,10.481125,37.389999
2007-02-05,10.38095,37.16
2007-02-06,10.406919,38.27
2007-02-07,10.654263,38.98
2007-02-08,10.657969,39.099998
2007-02-09,10.298089,38.720001
2007-02-12,10.4972,38.849998
2007-02-13,10.474938,39.310001
2007-02-14,10.549142,40.139999
2007-02-15,10.53801,40.060001
2007-02-16,10.491017,40.330002
2007-02-20,10.623343,41.509998
2007-02-21,11.031457,41.259998
2007-02-22,11.069796,41.0
2007-02-23,11.01538,40.779999
2007-02-26,10.946124,40.880001
2007-02-27,10.379711,38.830002
2007-02-28,10.463806,39.139999
2007-03-01,10.766805,38.849998
2007-03-02,10.562744,37.689999
2007-03-05,10.675284,37.049999
2007-03-06,10.906552,38.580002
2007-03-07,10.848425,38.360001
2007-03-08,10.883054,38.099998
2007-03-09,10.87934,38.84
2007-03-12,11.114322,38.810001
2007-03-13,10.932521,37.82
2007-03-14,11.130396,38.080002
2007-03-15,11.077216,37.779999
2007-03-16,11.079692,37.849998
2007-03-19,11.270142,38.450001
2007-03-20,11.313428,38.580002
2007-03-21,11.609003,39.799999
2007-03-22,11.620132,39.490002
2007-03-23,11.565719,38.98
2007-03-26,11.853871,39.009998
2007-03-27,11.805639,39.369999
2007-03-28,11.531088,39.34
2007-03-29,11.594164,39.810001
2007-03-30,11.490277,39.790001
2007-04-02,11.581794,40.419998
2007-04-03,11.686915,41.189999
2007-04-04,11.658471,41.529999
2007-04-05,11.709176,41.68
2007-04-09,11.581794,41.66
2007-04-10,11.655998,41.860001
2007-04-11,11.450703,41.68
2007-04-12,11.401234,42.27
2007-04-13,11.160077,42.41
2007-04-16,11.307242,45.200001
2007-04-17,11.173679,45.07
2007-04-18,11.179863,44.990002
2007-04-19,11.163787,44.639999
2007-04-20,11.250358,44.950001
2007-04-23,11.564479,44.77
